GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt2_ethical114_3,1,human,agent,0.40,16,223,12.5,7.62,12.5,7.17,0,4.48,18.75,12.56,6.25,0.45,0,4.04,18.75,11.21,0,8.52
gpt-4o_prompt2_ethical114_4,1,human,agent,0.52,21,215,4.76,3.26,14.29,5.12,4.76,2.79,9.52,14.88,4.76,0.93,0,3.26,9.52,9.3,0,8.84
gpt-4o_prompt2_ethical114_5,1,human,agent,0.52,17,218,0,3.21,11.76,5.5,5.88,2.75,5.88,13.76,0,0.92,5.88,3.67,17.65,10.55,5.88,9.17
gpt-4o_prompt3_ethical114_1,1,human,agent,0.73,29,219,10.34,8.68,6.9,5.94,13.79,6.39,10.34,11.42,0,1.37,6.9,2.74,13.79,10.05,6.9,6.85
gpt-4o_prompt3_ethical114_2,1,human,agent,0.50,20,205,10,5.85,15,4.88,10,4.39,5,12.68,5,0.98,5,2.93,20,7.8,0,8.29
gpt-4o_prompt3_ethical114_3,1,human,agent,0.35,16,208,12.5,5.77,12.5,5.29,0,4.81,18.75,14.9,6.25,0.48,0,3.37,18.75,6.73,0,7.69
gpt-4o_prompt3_ethical114_4,1,human,agent,0.45,21,210,4.76,1.9,14.29,3.33,4.76,5.71,9.52,14.29,4.76,0,0,2.86,9.52,8.1,0,6.67
gpt-4o_prompt3_ethical114_5,1,human,agent,0.54,17,214,0,0.93,11.76,4.67,5.88,5.14,5.88,15.42,0,1.4,5.88,3.27,17.65,8.88,5.88,7.48
gpt-4o_prompt4_ethical114_1,1,human,agent,0.69,29,221,10.34,4.98,6.9,9.95,13.79,4.07,10.34,10.86,0,0.45,6.9,5.43,13.79,12.22,6.9,9.95
gpt-4o_prompt4_ethical114_2,1,human,agent,0.57,20,225,10,7.56,15,7.11,10,4,5,12.89,5,0.89,5,4,20,11.56,0,9.78
gpt-4o_prompt4_ethical114_3,1,human,agent,0.39,16,225,12.5,5.33,12.5,7.56,0,4.44,18.75,11.56,6.25,0.89,0,3.11,18.75,11.11,0,9.33
gpt-4o_prompt4_ethical114_4,1,human,agent,0.59,21,225,4.76,6.22,14.29,6.22,4.76,4.89,9.52,10.22,4.76,0.89,0,3.11,9.52,10.22,0,11.56
gpt-4o_prompt4_ethical114_5,1,human,agent,0.56,17,222,0,4.05,11.76,7.66,5.88,4.05,5.88,12.61,0,0.45,5.88,3.15,17.65,11.26,5.88,10.36
gpt-4o_prompt0_ethical115_1,1,human,agent,0.83,22,216,4.55,1.39,9.09,4.63,9.09,6.02,9.09,10.65,0,0,4.55,4.63,9.09,9.72,4.55,6.94
gpt-4o_prompt0_ethical115_2,1,human,agent,0.39,17,198,5.88,0.51,11.76,3.03,5.88,2.02,5.88,12.12,5.88,0,5.88,5.05,23.53,6.57,0,4.04
gpt-4o_prompt0_ethical115_3,1,human,agent,0.45,13,197,0,0,7.69,2.54,7.69,3.05,7.69,13.2,7.69,0,0,3.05,7.69,5.08,0,4.57
gpt-4o_prompt0_ethical115_4,1,human,agent,0.45,16,199,0,0.5,6.25,2.51,6.25,3.52,6.25,13.07,6.25,0,0,1.51,6.25,4.52,6.25,4.02
gpt-4o_prompt0_ethical115_5,1,human,agent,0.49,20,214,0,0.93,15,5.14,10,3.27,5,12.15,0,0,5,3.27,25,9.35,0,6.54
gpt-4o_prompt1_ethical115_1,1,human,agent,0.72,22,214,4.55,2.34,9.09,4.67,9.09,5.61,9.09,10.28,0,0.47,4.55,5.61,9.09,10.28,4.55,5.61
gpt-4o_prompt1_ethical115_2,1,human,agent,0.42,17,218,5.88,0.46,11.76,3.21,5.88,3.67,5.88,13.76,5.88,0.46,5.88,4.13,23.53,7.34,0,8.26
gpt-4o_prompt1_ethical115_3,1,human,agent,0.41,13,201,0,0.5,7.69,4.48,7.69,3.98,7.69,10.45,7.69,0.5,0,4.48,7.69,8.96,0,5.97
gpt-4o_prompt1_ethical115_4,1,human,agent,0.58,16,202,0,0,6.25,2.97,6.25,2.48,6.25,12.87,6.25,0,0,2.97,6.25,7.43,6.25,7.92
gpt-4o_prompt1_ethical115_5,1,human,agent,0.35,20,202,0,2.48,15,3.96,10,4.95,5,11.39,0,0.5,5,1.98,25,8.42,0,4.46
gpt-4o_prompt2_ethical115_1,1,human,agent,0.70,22,216,4.55,1.85,9.09,5.56,9.09,6.02,9.09,12.96,0,0.46,4.55,3.24,9.09,10.19,4.55,5.56
gpt-4o_prompt2_ethical115_2,1,human,agent,0.55,17,228,5.88,2.19,11.76,5.26,5.88,4.82,5.88,12.28,5.88,0.44,5.88,5.26,23.53,10.09,0,7.02
gpt-4o_prompt2_ethical115_3,1,human,agent,0.41,13,219,0,0.91,7.69,5.02,7.69,5.02,7.69,11.42,7.69,0,0,5.02,7.69,10.05,0,5.48
gpt-4o_prompt2_ethical115_4,1,human,agent,0.53,16,223,0,0.9,6.25,4.04,6.25,7.17,6.25,13.45,6.25,0,0,2.69,6.25,7.17,6.25,6.73
gpt-4o_prompt2_ethical115_5,1,human,agent,0.46,20,220,0,1.36,15,3.64,10,3.18,5,11.36,0,0,5,3.18,25,6.36,0,7.73
gpt-4o_prompt3_ethical115_1,1,human,agent,0.73,22,221,4.55,0.45,9.09,4.07,9.09,5.43,9.09,17.65,0,0,4.55,3.62,9.09,7.69,4.55,6.79
gpt-4o_prompt3_ethical115_2,1,human,agent,0.42,17,220,5.88,0.91,11.76,4.09,5.88,4.55,5.88,12.73,5.88,0.45,5.88,1.36,23.53,8.18,0,8.18
gpt-4o_prompt3_ethical115_3,1,human,agent,0.40,13,219,0,0.91,7.69,5.02,7.69,3.65,7.69,13.7,7.69,0.46,0,4.11,7.69,7.31,0,7.31
gpt-4o_prompt3_ethical115_4,1,human,agent,0.52,16,217,0,0.46,6.25,4.61,6.25,4.61,6.25,13.36,6.25,0,0,2.76,6.25,6.45,6.25,9.22
gpt-4o_prompt3_ethical115_5,1,human,agent,0.49,20,210,0,0,15,4.76,10,3.81,5,9.05,0,0.48,5,3.33,25,5.71,0,6.19
gpt-4o_prompt4_ethical115_1,1,human,agent,0.83,22,222,4.55,3.15,9.09,6.76,9.09,4.05,9.09,14.86,0,0,4.55,4.05,9.09,8.11,4.55,8.11
gpt-4o_prompt4_ethical115_2,1,human,agent,0.58,17,228,5.88,5.26,11.76,4.82,5.88,5.7,5.88,15.35,5.88,0.88,5.88,3.95,23.53,7.89,0,6.14
gpt-4o_prompt4_ethical115_3,1,human,agent,0.39,13,218,0,3.67,7.69,3.67,7.69,4.13,7.69,14.68,7.69,0.92,0,3.21,7.69,5.96,0,7.34
gpt-4o_prompt4_ethical115_4,1,human,agent,0.50,16,222,0,2.7,6.25,4.05,6.25,4.5,6.25,13.96,6.25,0.45,0,2.7,6.25,4.95,6.25,10.36
gpt-4o_prompt4_ethical115_5,1,human,agent,0.52,20,215,0,1.86,15,5.58,10,4.65,5,11.63,0,0,5,6.05,25,6.98,0,7.91
gpt-4o_prompt0_ethical116_1,1,human,agent,0.59,31,214,16.13,1.4,3.23,2.34,9.68,6.07,6.45,11.68,3.23,0,3.23,4.21,22.58,6.07,6.45,7.48
gpt-4o_prompt0_ethical116_2,1,human,agent,0.47,23,211,8.7,3.32,8.7,3.79,0,2.37,21.74,15.17,4.35,0.95,8.7,3.32,13.04,9.48,0,6.16
gpt-4o_prompt0_ethical116_3,1,human,agent,0.46,23,211,4.35,0.47,4.35,4.27,13.04,4.27,8.7,11.85,4.35,0,8.7,3.32,21.74,9,0,8.06
gpt-4o_prompt0_ethical116_4,1,human,agent,0.44,16,205,6.25,1.95,6.25,3.9,0,2.93,6.25,13.17,6.25,0,0,4.39,12.5,7.32,6.25,7.8
gpt-4o_prompt0_ethical116_5,1,human,agent,0.37,17,206,0,0.97,29.41,4.85,5.88,3.88,11.76,15.05,0,0.97,11.76,2.91,17.65,7.77,0,5.83
gpt-4o_prompt1_ethical116_1,1,human,agent,0.61,31,215,16.13,1.86,3.23,2.33,9.68,5.12,6.45,12.56,3.23,0.47,3.23,5.12,22.58,10.7,6.45,9.3
gpt-4o_prompt1_ethical116_2,1,human,agent,0.42,23,219,8.7,2.74,8.7,4.57,0,2.74,21.74,13.7,4.35,0.46,8.7,2.74,13.04,8.22,0,8.22
gpt-4o_prompt1_ethical116_3,1,human,agent,0.51,23,215,4.35,1.4,4.35,4.19,13.04,5.58,8.7,13.95,4.35,0,8.7,5.12,21.74,7.91,0,9.77
gpt-4o_prompt1_ethical116_4,1,human,agent,0.46,16,216,6.25,2.31,6.25,3.7,0,5.56,6.25,14.35,6.25,0.93,0,6.02,12.5,6.48,6.25,7.87
gpt-4o_prompt1_ethical116_5,1,human,agent,0.62,17,201,0,0,29.41,5.47,5.88,4.48,11.76,14.93,0,0,11.76,1.99,17.65,7.46,0,6.47
gpt-4o_prompt2_ethical116_1,1,human,agent,0.55,31,213,16.13,4.23,3.23,6.1,9.68,2.82,6.45,13.15,3.23,0,3.23,5.63,22.58,11.27,6.45,9.39
gpt-4o_prompt2_ethical116_2,1,human,agent,0.48,23,221,8.7,3.17,8.7,5.43,0,6.79,21.74,14.03,4.35,0.45,8.7,5.43,13.04,9.05,0,7.24
gpt-4o_prompt2_ethical116_3,1,human,agent,0.58,23,218,4.35,2.75,4.35,6.88,13.04,5.5,8.7,10.55,4.35,0.46,8.7,5.96,21.74,8.72,0,7.8
gpt-4o_prompt2_ethical116_4,1,human,agent,0.48,16,215,6.25,3.26,6.25,5.58,0,3.26,6.25,14.42,6.25,0,0,5.12,12.5,6.98,6.25,7.91
gpt-4o_prompt2_ethical116_5,1,human,agent,0.56,17,215,0,0.93,29.41,5.58,5.88,5.58,11.76,13.49,0,0,11.76,5.58,17.65,8.37,0,5.58
gpt-4o_prompt3_ethical116_1,1,human,agent,0.60,31,222,16.13,3.6,3.23,4.5,9.68,4.95,6.45,13.96,3.23,0.45,3.23,4.5,22.58,6.31,6.45,9.46
gpt-4o_prompt3_ethical116_2,1,human,agent,0.51,23,226,8.7,4.87,8.7,5.31,0,3.98,21.74,8.85,4.35,0.88,8.7,5.75,13.04,10.62,0,6.19
gpt-4o_prompt3_ethical116_3,1,human,agent,0.56,23,227,4.35,3.08,4.35,7.05,13.04,6.61,8.7,12.33,4.35,0,8.7,6.61,21.74,7.05,0,7.49
gpt-4o_prompt3_ethical116_4,1,human,agent,0.53,16,224,6.25,5.36,6.25,4.91,0,5.36,6.25,8.93,6.25,0,0,5.8,12.5,6.7,6.25,7.14
gpt-4o_prompt3_ethical116_5,1,human,agent,0.56,17,217,0,0.92,29.41,8.76,5.88,4.61,11.76,11.98,0,0,11.76,3.69,17.65,8.29,0,5.53
gpt-4o_prompt4_ethical116_1,1,human,agent,0.59,31,223,16.13,1.79,3.23,4.48,9.68,6.28,6.45,13.45,3.23,0.45,3.23,8.07,22.58,8.97,6.45,8.97
gpt-4o_prompt4_ethical116_2,1,human,agent,0.46,23,217,8.7,3.69,8.7,5.53,0,5.07,21.74,12.44,4.35,0.46,8.7,3.69,13.04,8.29,0,9.68
gpt-4o_prompt4_ethical116_3,1,human,agent,0.56,23,222,4.35,1.8,4.35,6.31,13.04,5.41,8.7,10.81,4.35,0.45,8.7,5.41,21.74,10.81,0,8.56
gpt-4o_prompt4_ethical116_4,1,human,agent,0.54,16,229,6.25,3.49,6.25,6.11,0,5.68,6.25,11.79,6.25,1.31,0,5.24,12.5,7.42,6.25,9.17
gpt-4o_prompt4_ethical116_5,1,human,agent,0.43,17,224,0,2.23,29.41,7.59,5.88,4.02,11.76,12.95,0,0.45,11.76,5.36,17.65,8.93,0,8.04
gpt-4o_prompt0_ethical117_1,1,human,agent,0.72,28,217,7.14,0.46,10.71,3.69,7.14,5.53,14.29,11.52,0,0,3.57,3.69,7.14,10.6,3.57,9.68
gpt-4o_prompt0_ethical117_2,1,human,agent,0.48,22,220,4.55,1.82,13.64,6.82,0,6.82,18.18,15,4.55,0,4.55,2.73,9.09,10,0,9.09
gpt-4o_prompt0_ethical117_3,1,human,agent,0.63,13,217,0,0,7.69,7.83,7.69,5.07,7.69,11.06,7.69,0,7.69,3.69,15.38,9.22,0,9.22
gpt-4o_prompt0_ethical117_4,1,human,agent,0.62,19,214,0,0.47,5.26,3.74,10.53,5.14,10.53,9.81,5.26,0,5.26,1.87,10.53,10.28,10.53,10.28
gpt-4o_prompt0_ethical117_5,1,human,agent,0.29,19,215,0,1.4,15.79,5.12,0,5.58,5.26,12.09,0,1.4,0,0.47,26.32,8.84,5.26,9.3
gpt-4o_prompt1_ethical117_1,1,human,agent,0.56,28,218,7.14,0,10.71,5.5,7.14,6.42,14.29,12.39,0,0.92,3.57,1.38,7.14,11.93,3.57,7.8
gpt-4o_prompt1_ethical117_2,1,human,agent,0.45,22,217,4.55,0.46,13.64,6.91,0,4.61,18.18,14.29,4.55,0.92,4.55,1.84,9.09,10.6,0,8.76
gpt-4o_prompt1_ethical117_3,1,human,agent,0.50,13,221,0,1.81,7.69,6.33,7.69,6.79,7.69,12.22,7.69,0,7.69,3.62,15.38,9.95,0,7.24
gpt-4o_prompt1_ethical117_4,1,human,agent,0.64,19,219,0,0.91,5.26,3.65,10.53,6.39,10.53,11.87,5.26,0.91,5.26,0.91,10.53,10.05,10.53,10.5
gpt-4o_prompt1_ethical117_5,1,human,agent,0.30,19,217,0,0.92,15.79,5.99,0,5.99,5.26,14.29,0,0.92,0,2.3,26.32,9.22,5.26,8.29
gpt-4o_prompt2_ethical117_1,1,human,agent,0.65,28,225,7.14,1.33,10.71,6.67,7.14,9.78,14.29,15.11,0,0.44,3.57,5.33,7.14,9.78,3.57,7.11
gpt-4o_prompt2_ethical117_2,1,human,agent,0.55,22,221,4.55,3.62,13.64,6.33,0,6.33,18.18,12.22,4.55,0.9,4.55,5.88,9.09,11.31,0,9.5
gpt-4o_prompt2_ethical117_3,1,human,agent,0.52,13,224,0,2.23,7.69,7.14,7.69,6.7,7.69,12.5,7.69,0.45,7.69,4.46,15.38,7.59,0,9.82
gpt-4o_prompt2_ethical117_4,1,human,agent,0.67,19,217,0,1.38,5.26,6.45,10.53,6.91,10.53,11.98,5.26,1.38,5.26,2.3,10.53,6.91,10.53,8.76
gpt-4o_prompt2_ethical117_5,1,human,agent,0.44,19,220,0,1.82,15.79,8.18,0,6.82,5.26,13.18,0,0.45,0,0,26.32,8.18,5.26,8.64
gpt-4o_prompt3_ethical117_1,1,human,agent,0.68,28,222,7.14,1.35,10.71,5.41,7.14,5.86,14.29,14.41,0,0.45,3.57,3.6,7.14,7.66,3.57,8.56
gpt-4o_prompt3_ethical117_2,1,human,agent,0.37,22,202,4.55,0,13.64,4.95,0,2.48,18.18,13.86,4.55,0.5,4.55,1.49,9.09,10.89,0,8.42
gpt-4o_prompt3_ethical117_3,1,human,agent,0.44,13,205,0,0.98,7.69,6.34,7.69,3.41,7.69,12.68,7.69,0.49,7.69,1.95,15.38,8.78,0,9.27
gpt-4o_prompt3_ethical117_4,1,human,agent,0.62,19,205,0,1.46,5.26,5.37,10.53,4.88,10.53,16.1,5.26,0,5.26,3.9,10.53,6.83,10.53,8.29
gpt-4o_prompt3_ethical117_5,1,human,agent,0.32,19,205,0,0.98,15.79,6.34,0,3.9,5.26,11.71,0,0.98,0,0.98,26.32,9.76,5.26,7.8
gpt-4o_prompt4_ethical117_1,1,human,agent,0.72,28,225,7.14,3.11,10.71,6.22,7.14,7.11,14.29,17.33,0,0.44,3.57,2.67,7.14,7.11,3.57,6.67
gpt-4o_prompt4_ethical117_2,1,human,agent,0.53,22,223,4.55,6.28,13.64,5.38,0,5.83,18.18,12.11,4.55,0.45,4.55,3.59,9.09,8.07,0,10.76
gpt-4o_prompt4_ethical117_3,1,human,agent,0.49,13,225,0,3.11,7.69,7.56,7.69,7.56,7.69,13.33,7.69,0.44,7.69,2.67,15.38,6.22,0,8.89
gpt-4o_prompt4_ethical117_4,1,human,agent,0.60,19,218,0,3.21,5.26,5.5,10.53,5.96,10.53,13.3,5.26,0,5.26,1.83,10.53,5.96,10.53,10.55
gpt-4o_prompt4_ethical117_5,1,human,agent,0.29,19,217,0,3.23,15.79,6.91,0,4.61,5.26,11.52,0,1.38,0,4.15,26.32,7.37,5.26,11.06
gpt-4o_prompt0_ethical118_1,1,human,agent,0.60,20,207,5,1.45,5,3.86,15,10.63,0,13.53,0,0.48,5,4.35,5,5.8,10,6.76
gpt-4o_prompt0_ethical118_2,1,human,agent,0.18,16,212,12.5,1.89,18.75,7.08,0,7.55,0,11.79,6.25,0.47,0,4.25,18.75,5.66,0,8.02
gpt-4o_prompt0_ethical118_3,1,human,agent,0.42,18,206,5.56,1.94,11.11,5.83,5.56,8.25,16.67,11.65,5.56,0,0,3.4,11.11,4.37,0,8.74
gpt-4o_prompt0_ethical118_4,1,human,agent,0.54,18,207,0,1.45,5.56,4.83,11.11,8.21,5.56,10.63,5.56,0,5.56,2.42,11.11,3.86,5.56,9.18
gpt-4o_prompt0_ethical118_5,1,human,agent,0.42,17,206,0,1.46,23.53,4.85,0,6.8,11.76,11.17,0,0,11.76,4.85,17.65,5.34,0,8.74
gpt-4o_prompt1_ethical118_1,1,human,agent,0.72,20,207,5,1.45,5,4.35,15,12.08,0,12.08,0,0,5,3.38,5,6.28,10,6.28
gpt-4o_prompt1_ethical118_2,1,human,agent,0.13,16,214,12.5,2.34,18.75,4.21,0,9.35,0,10.75,6.25,0,0,3.74,18.75,4.21,0,6.54
gpt-4o_prompt1_ethical118_3,1,human,agent,0.40,18,215,5.56,2.33,11.11,4.65,5.56,9.3,16.67,10.7,5.56,0,0,2.33,11.11,3.72,0,7.91
gpt-4o_prompt1_ethical118_4,1,human,agent,0.55,18,214,0,1.4,5.56,4.21,11.11,9.35,5.56,12.15,5.56,0,5.56,2.8,11.11,3.27,5.56,7.01
gpt-4o_prompt1_ethical118_5,1,human,agent,0.38,17,194,0,1.03,23.53,4.12,0,7.22,11.76,12.37,0,0,11.76,3.09,17.65,3.61,0,7.22
gpt-4o_prompt2_ethical118_1,1,human,agent,0.63,20,221,5,2.71,5,6.79,15,9.95,0,10.86,0,0.45,5,4.52,5,6.79,10,8.6
gpt-4o_prompt2_ethical118_2,1,human,agent,0.18,16,219,12.5,4.11,18.75,7.31,0,10.05,0,10.96,6.25,0,0,3.2,18.75,4.57,0,7.31
gpt-4o_prompt2_ethical118_3,1,human,agent,0.44,18,227,5.56,2.64,11.11,7.05,5.56,10.57,16.67,12.33,5.56,0,0,4.85,11.11,4.41,0,7.49
gpt-4o_prompt2_ethical118_4,1,human,agent,0.63,18,225,0,3.56,5.56,5.33,11.11,10.67,5.56,12.89,5.56,0.44,5.56,4.89,11.11,3.56,5.56,6.67
gpt-4o_prompt2_ethical118_5,1,human,agent,0.29,17,223,0,1.79,23.53,5.38,0,9.87,11.76,12.56,0,0.9,11.76,4.04,17.65,5.38,0,8.07
gpt-4o_prompt3_ethical118_1,1,human,agent,0.65,20,229,5,0.44,5,6.99,15,9.61,0,13.97,0,0,5,3.06,5,7.86,10,7.86
gpt-4o_prompt3_ethical118_2,1,human,agent,0.18,16,224,12.5,1.79,18.75,8.04,0,7.14,0,12.05,6.25,0,0,1.79,18.75,8.04,0,8.93
gpt-4o_prompt3_ethical118_3,1,human,agent,0.49,18,228,5.56,1.75,11.11,7.89,5.56,6.58,16.67,12.72,5.56,0,0,3.51,11.11,7.89,0,8.77
gpt-4o_prompt3_ethical118_4,1,human,agent,0.54,18,225,0,0.89,5.56,8,11.11,6.67,5.56,12.89,5.56,0,5.56,2.67,11.11,7.56,5.56,9.78
gpt-4o_prompt3_ethical118_5,1,human,agent,0.44,17,225,0,0.89,23.53,8,0,5.78,11.76,13.33,0,0,11.76,3.11,17.65,8,0,9.78
gpt-4o_prompt4_ethical118_1,1,human,agent,0.71,20,226,5,4.42,5,9.73,15,7.52,0,12.83,0,0,5,3.1,5,7.96,10,7.52
gpt-4o_prompt4_ethical118_2,1,human,agent,0.24,16,227,12.5,5.29,18.75,10.13,0,7.05,0,11.89,6.25,0,0,2.64,18.75,8.37,0,6.61
gpt-4o_prompt4_ethical118_3,1,human,agent,0.50,18,228,5.56,2.63,11.11,9.65,5.56,9.21,16.67,13.16,5.56,0,0,2.63,11.11,7.02,0,7.46
gpt-4o_prompt4_ethical118_4,1,human,agent,0.57,18,232,0,4.74,5.56,7.33,11.11,9.91,5.56,13.36,5.56,0.43,5.56,3.02,11.11,3.45,5.56,7.33
gpt-4o_prompt4_ethical118_5,1,human,agent,0.45,17,225,0,2.22,23.53,10.22,0,4.89,11.76,12.44,0,0,11.76,3.56,17.65,7.11,0,8.89
gpt-4o_prompt0_ethical119_1,1,human,agent,0.46,26,222,15.38,1.35,3.85,4.95,3.85,7.21,3.85,12.16,0,0.45,0,4.05,26.92,9.46,7.69,8.11
gpt-4o_prompt0_ethical119_2,1,human,agent,0.59,19,221,10.53,3.62,10.53,3.62,5.26,4.52,10.53,13.12,5.26,0.9,5.26,3.62,15.79,10.41,0,8.14
gpt-4o_prompt0_ethical119_3,1,human,agent,0.40,14,211,0,0.95,7.14,5.21,0,4.27,7.14,11.85,7.14,0.95,7.14,4.74,21.43,9,0,6.16
gpt-4o_prompt0_ethical119_4,1,human,agent,0.49,18,211,0,0.47,16.67,3.79,5.56,3.32,5.56,13.74,5.56,0,5.56,2.84,16.67,8.53,5.56,7.58
gpt-4o_prompt0_ethical119_5,1,human,agent,0.33,16,207,0,1.45,18.75,4.35,6.25,6.28,6.25,14.98,0,0.97,6.25,1.45,31.25,6.28,0,7.73
gpt-4o_prompt1_ethical119_1,1,human,agent,0.45,26,227,15.38,3.52,3.85,2.2,3.85,9.25,3.85,11.89,0,0.44,0,3.96,26.92,7.93,7.69,8.37
gpt-4o_prompt1_ethical119_2,1,human,agent,0.64,19,224,10.53,5.36,10.53,4.46,5.26,4.91,10.53,11.61,5.26,0.89,5.26,4.02,15.79,10.71,0,8.93
gpt-4o_prompt1_ethical119_3,1,human,agent,0.36,14,202,0,1.98,7.14,5.45,0,2.97,7.14,13.37,7.14,0,7.14,3.96,21.43,9.41,0,6.44
gpt-4o_prompt1_ethical119_4,1,human,agent,0.53,18,208,0,2.88,16.67,2.4,5.56,3.85,5.56,10.58,5.56,0.96,5.56,2.88,16.67,8.65,5.56,7.69
gpt-4o_prompt1_ethical119_5,1,human,agent,0.35,16,213,0,0.47,18.75,4.23,6.25,7.04,6.25,12.68,0,0.47,6.25,1.88,31.25,7.04,0,8.92
gpt-4o_prompt2_ethical119_1,1,human,agent,0.50,26,225,15.38,4.89,3.85,5.33,3.85,4.89,3.85,11.56,0,0.44,0,4,26.92,10.22,7.69,12.89
gpt-4o_prompt2_ethical119_2,1,human,agent,0.72,19,226,10.53,5.75,10.53,7.96,5.26,5.31,10.53,10.18,5.26,1.33,5.26,5.75,15.79,11.5,0,8.41
gpt-4o_prompt2_ethical119_3,1,human,agent,0.39,14,221,0,3.62,7.14,4.98,0,5.43,7.14,11.31,7.14,0,7.14,5.43,21.43,10.86,0,8.14
gpt-4o_prompt2_ethical119_4,1,human,agent,0.62,18,229,0,3.06,16.67,5.68,5.56,6.11,5.56,11.35,5.56,0.87,5.56,4.8,16.67,13.1,5.56,8.73
gpt-4o_prompt2_ethical119_5,1,human,agent,0.37,16,223,0,4.04,18.75,4.48,6.25,6.73,6.25,14.8,0,1.35,6.25,2.69,31.25,8.97,0,8.52
gpt-4o_prompt3_ethical119_1,1,human,agent,0.65,26,218,15.38,4.13,3.85,4.13,3.85,4.13,3.85,12.84,0,0,0,3.67,26.92,6.42,7.69,7.8
gpt-4o_prompt3_ethical119_2,1,human,agent,0.48,19,221,10.53,2.71,10.53,3.17,5.26,5.88,10.53,13.12,5.26,0.45,5.26,1.36,15.79,6.33,0,7.69
gpt-4o_prompt3_ethical119_3,1,human,agent,0.31,14,207,0,2.42,7.14,4.35,0,4.35,7.14,12.56,7.14,0,7.14,2.42,21.43,6.28,0,7.25
gpt-4o_prompt3_ethical119_4,1,human,agent,0.58,18,204,0,2.94,16.67,2.94,5.56,4.9,5.56,10.29,5.56,0.98,5.56,3.92,16.67,8.82,5.56,7.35
gpt-4o_prompt3_ethical119_5,1,human,agent,0.43,16,200,0,1.5,18.75,2.5,6.25,6,6.25,12.5,0,0,6.25,1,31.25,6,0,7
gpt-4o_prompt4_ethical119_1,1,human,agent,0.51,26,220,15.38,4.09,3.85,3.64,3.85,5,3.85,13.64,0,0.45,0,4.09,26.92,9.09,7.69,10
gpt-4o_prompt4_ethical119_2,1,human,agent,0.63,19,221,10.53,7.24,10.53,6.33,5.26,4.52,10.53,12.22,5.26,0.9,5.26,1.81,15.79,11.76,0,6.33
gpt-4o_prompt4_ethical119_3,1,human,agent,0.38,14,221,0,4.52,7.14,6.33,0,5.43,7.14,13.57,7.14,0.45,7.14,3.62,21.43,9.5,0,6.33
gpt-4o_prompt4_ethical119_4,1,human,agent,0.59,18,222,0,4.5,16.67,6.31,5.56,4.5,5.56,10.81,5.56,0.45,5.56,4.95,16.67,9.91,5.56,8.56
gpt-4o_prompt4_ethical119_5,1,human,agent,0.41,16,222,0,3.15,18.75,6.31,6.25,6.31,6.25,12.16,0,0.9,6.25,2.7,31.25,9.91,0,10.81
gpt-4o_prompt0_ethical12_1,1,human,agent,0.63,23,224,17.39,4.91,8.7,5.36,0,5.8,8.7,12.95,0,0,8.7,4.46,21.74,8.48,4.35,7.14
gpt-4o_prompt0_ethical12_2,1,human,agent,0.38,24,205,8.33,1.95,8.33,3.9,0,4.88,16.67,10.73,4.17,0.49,8.33,1.46,16.67,9.27,0,8.78
gpt-4o_prompt0_ethical12_3,1,human,agent,0.37,15,210,0,3.33,13.33,6.19,0,1.43,20,12.86,6.67,0,6.67,4.29,13.33,8.1,0,8.1
gpt-4o_prompt0_ethical12_4,1,human,agent,0.67,20,207,0,1.45,5,4.83,5,3.86,10,12.56,5,0,5,3.38,10,6.76,5,5.31
gpt-4o_prompt0_ethical12_5,1,human,agent,0.33,18,208,5.56,0.96,11.11,5.29,0,3.85,5.56,12.98,0,1.44,5.56,1.92,16.67,7.21,0,10.58
gpt-4o_prompt1_ethical12_1,1,human,agent,0.62,23,221,17.39,4.07,8.7,5.88,0,4.98,8.7,13.12,0,0,8.7,4.52,21.74,8.6,4.35,7.69
gpt-4o_prompt1_ethical12_2,1,human,agent,0.48,24,210,8.33,2.38,8.33,6.19,0,2.86,16.67,10.48,4.17,0.95,8.33,3.33,16.67,10.95,0,7.14
gpt-4o_prompt1_ethical12_3,1,human,agent,0.34,15,208,0,2.4,13.33,5.77,0,6.25,20,12.98,6.67,0,6.67,2.4,13.33,8.65,0,6.25
gpt-4o_prompt1_ethical12_4,1,human,agent,0.67,20,206,0,1.46,5,6.8,5,3.4,10,10.19,5,0.49,5,2.43,10,9.71,5,6.31
gpt-4o_prompt1_ethical12_5,1,human,agent,0.33,18,198,5.56,1.01,11.11,4.04,0,4.04,5.56,11.62,0,0.51,5.56,2.02,16.67,7.58,0,11.11
gpt-4o_prompt2_ethical12_1,1,human,agent,0.65,23,229,17.39,7.86,8.7,3.06,0,3.49,8.7,12.66,0,0,8.7,6.55,21.74,10.04,4.35,7.42
gpt-4o_prompt2_ethical12_2,1,human,agent,0.54,24,229,8.33,5.68,8.33,6.55,0,5.24,16.67,11.79,4.17,1.31,8.33,3.49,16.67,9.17,0,7.86
