GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2
deepseek-r1_prompt0_debate55_2,1,human,agent,0.44,20,289
deepseek-r1_prompt0_debate55_3,1,human,agent,0.39,20,299
deepseek-r1_prompt0_debate55_4,1,human,agent,0.47,20,323
deepseek-r1_prompt0_debate55_5,1,human,agent,0.40,20,298
deepseek-r1_prompt1_debate55_1,1,human,agent,0.41,12,335
deepseek-r1_prompt1_debate55_2,1,human,agent,0.44,20,309
deepseek-r1_prompt1_debate55_3,1,human,agent,0.42,20,321
deepseek-r1_prompt1_debate55_4,1,human,agent,0.43,20,331
deepseek-r1_prompt1_debate55_5,1,human,agent,0.42,20,330
deepseek-r1_prompt2_debate55_1,1,human,agent,0.30,12,180
deepseek-r1_prompt2_debate55_2,1,human,agent,0.43,20,299
deepseek-r1_prompt2_debate55_3,1,human,agent,0.54,20,292
deepseek-r1_prompt2_debate55_4,1,human,agent,0.56,20,311
deepseek-r1_prompt2_debate55_5,1,human,agent,0.50,20,311
deepseek-r1_prompt3_debate55_1,1,human,agent,0.29,12,254
deepseek-r1_prompt3_debate55_2,1,human,agent,0.37,20,264
deepseek-r1_prompt3_debate55_3,1,human,agent,0.39,20,326
deepseek-r1_prompt3_debate55_4,1,human,agent,0.41,20,340
deepseek-r1_prompt3_debate55_5,1,human,agent,0.38,20,309
deepseek-r1_prompt4_debate55_1,1,human,agent,0.42,12,163
deepseek-r1_prompt4_debate55_2,1,human,agent,0.47,20,279
deepseek-r1_prompt4_debate55_3,1,human,agent,0.46,20,295
deepseek-r1_prompt4_debate55_4,1,human,agent,0.47,20,281
deepseek-r1_prompt4_debate55_5,1,human,agent,0.48,20,270
deepseek-r1_prompt0_debate56_1,1,human,agent,0.29,11,251
deepseek-r1_prompt0_debate56_2,1,human,agent,0.40,20,310
deepseek-r1_prompt0_debate56_3,1,human,agent,0.45,20,314
deepseek-r1_prompt0_debate56_4,1,human,agent,0.45,20,342
deepseek-r1_prompt0_debate56_5,1,human,agent,0.39,20,332
deepseek-r1_prompt1_debate56_1,1,human,agent,0.18,11,302
deepseek-r1_prompt1_debate56_2,1,human,agent,0.41,20,282
deepseek-r1_prompt1_debate56_3,1,human,agent,0.46,20,311
deepseek-r1_prompt1_debate56_4,1,human,agent,0.52,20,323
deepseek-r1_prompt1_debate56_5,1,human,agent,0.51,20,304
deepseek-r1_prompt2_debate56_1,1,human,agent,0.16,11,112
deepseek-r1_prompt2_debate56_2,1,human,agent,0.48,20,305
deepseek-r1_prompt2_debate56_3,1,human,agent,0.53,20,306
deepseek-r1_prompt2_debate56_4,1,human,agent,0.52,20,311
deepseek-r1_prompt2_debate56_5,1,human,agent,0.53,20,294
deepseek-r1_prompt3_debate56_1,1,human,agent,0.30,11,304
deepseek-r1_prompt3_debate56_2,1,human,agent,0.44,20,289
deepseek-r1_prompt3_debate56_3,1,human,agent,0.41,20,305
deepseek-r1_prompt3_debate56_4,1,human,agent,0.42,20,317
deepseek-r1_prompt3_debate56_5,1,human,agent,0.35,20,313
deepseek-r1_prompt4_debate56_1,1,human,agent,0.19,11,169
deepseek-r1_prompt4_debate56_2,1,human,agent,0.49,20,288
deepseek-r1_prompt4_debate56_3,1,human,agent,0.42,20,301
deepseek-r1_prompt4_debate56_4,1,human,agent,0.46,20,348
deepseek-r1_prompt4_debate56_5,1,human,agent,0.52,20,344
deepseek-r1_prompt0_debate57_1,1,human,agent,0.19,19,301
deepseek-r1_prompt0_debate57_2,1,human,agent,0.42,20,274
deepseek-r1_prompt0_debate57_3,1,human,agent,0.53,20,277
deepseek-r1_prompt0_debate57_4,1,human,agent,0.48,20,285
deepseek-r1_prompt0_debate57_5,1,human,agent,0.44,20,288
deepseek-r1_prompt1_debate57_1,1,human,agent,0.23,19,310
deepseek-r1_prompt1_debate57_2,1,human,agent,0.41,20,262
deepseek-r1_prompt1_debate57_3,1,human,agent,0.49,20,277
deepseek-r1_prompt1_debate57_4,1,human,agent,0.45,20,286
deepseek-r1_prompt1_debate57_5,1,human,agent,0.48,20,313
deepseek-r1_prompt2_debate57_1,1,human,agent,0.30,19,149
deepseek-r1_prompt2_debate57_2,1,human,agent,0.50,20,267
deepseek-r1_prompt2_debate57_3,1,human,agent,0.48,20,335
deepseek-r1_prompt2_debate57_4,1,human,agent,0.47,20,351
deepseek-r1_prompt2_debate57_5,1,human,agent,0.44,20,347
deepseek-r1_prompt3_debate57_1,1,human,agent,0.34,19,239
deepseek-r1_prompt3_debate57_2,1,human,agent,0.51,20,292
deepseek-r1_prompt3_debate57_3,1,human,agent,0.50,20,307
deepseek-r1_prompt3_debate57_4,1,human,agent,0.48,20,337
deepseek-r1_prompt3_debate57_5,1,human,agent,0.45,20,337
deepseek-r1_prompt4_debate57_1,1,human,agent,0.32,19,205
deepseek-r1_prompt4_debate57_2,1,human,agent,0.58,20,301
deepseek-r1_prompt4_debate57_3,1,human,agent,0.53,20,263
deepseek-r1_prompt4_debate57_4,1,human,agent,0.53,20,290
deepseek-r1_prompt4_debate57_5,1,human,agent,0.47,20,311
deepseek-r1_prompt0_debate58_1,1,human,agent,0.36,14,307
deepseek-r1_prompt0_debate58_2,1,human,agent,0.36,20,280
deepseek-r1_prompt0_debate58_3,1,human,agent,0.35,20,306
deepseek-r1_prompt0_debate58_4,1,human,agent,0.33,20,312
deepseek-r1_prompt0_debate58_5,1,human,agent,0.28,20,293
deepseek-r1_prompt1_debate58_1,1,human,agent,0.40,14,300
deepseek-r1_prompt1_debate58_2,1,human,agent,0.42,20,320
deepseek-r1_prompt1_debate58_3,1,human,agent,0.38,20,327
deepseek-r1_prompt1_debate58_4,1,human,agent,0.40,20,325
deepseek-r1_prompt1_debate58_5,1,human,agent,0.36,20,311
deepseek-r1_prompt2_debate58_1,1,human,agent,0.38,14,161
deepseek-r1_prompt2_debate58_2,1,human,agent,0.40,20,282
deepseek-r1_prompt2_debate58_3,1,human,agent,0.37,20,274
deepseek-r1_prompt2_debate58_4,1,human,agent,0.36,20,311
deepseek-r1_prompt2_debate58_5,1,human,agent,0.44,20,305
deepseek-r1_prompt3_debate58_1,1,human,agent,0.27,14,334
deepseek-r1_prompt3_debate58_2,1,human,agent,0.46,20,352
deepseek-r1_prompt3_debate58_3,1,human,agent,0.39,20,311
deepseek-r1_prompt3_debate58_4,1,human,agent,0.36,20,318
deepseek-r1_prompt3_debate58_5,1,human,agent,0.31,20,302
deepseek-r1_prompt4_debate58_1,1,human,agent,0.27,14,306
deepseek-r1_prompt4_debate58_2,1,human,agent,0.45,20,316
deepseek-r1_prompt4_debate58_3,1,human,agent,0.39,20,314
deepseek-r1_prompt4_debate58_4,1,human,agent,0.46,20,304
deepseek-r1_prompt4_debate58_5,1,human,agent,0.39,20,306
deepseek-r1_prompt0_debate59_1,1,human,agent,0.63,14,275
deepseek-r1_prompt0_debate59_2,1,human,agent,0.42,20,328
deepseek-r1_prompt0_debate59_3,1,human,agent,0.38,20,302
deepseek-r1_prompt0_debate59_4,1,human,agent,0.47,20,333
deepseek-r1_prompt0_debate59_5,1,human,agent,0.46,20,348
deepseek-r1_prompt1_debate59_1,1,human,agent,0.38,14,299
deepseek-r1_prompt1_debate59_2,1,human,agent,0.38,20,263
deepseek-r1_prompt1_debate59_3,1,human,agent,0.38,20,288
deepseek-r1_prompt1_debate59_4,1,human,agent,0.42,20,289
deepseek-r1_prompt1_debate59_5,1,human,agent,0.46,20,302
deepseek-r1_prompt2_debate59_1,1,human,agent,0.41,14,145
deepseek-r1_prompt2_debate59_2,1,human,agent,0.45,20,303
deepseek-r1_prompt2_debate59_3,1,human,agent,0.46,20,308
deepseek-r1_prompt2_debate59_4,1,human,agent,0.48,20,340
deepseek-r1_prompt2_debate59_5,1,human,agent,0.33,20,285
deepseek-r1_prompt3_debate59_1,1,human,agent,0.55,14,244
deepseek-r1_prompt3_debate59_2,1,human,agent,0.47,20,312
deepseek-r1_prompt3_debate59_3,1,human,agent,0.43,20,318
deepseek-r1_prompt3_debate59_4,1,human,agent,0.44,20,293
deepseek-r1_prompt3_debate59_5,1,human,agent,0.46,20,304
deepseek-r1_prompt4_debate59_1,1,human,agent,0.40,14,254
deepseek-r1_prompt4_debate59_2,1,human,agent,0.47,20,308
deepseek-r1_prompt4_debate59_3,1,human,agent,0.47,20,322
deepseek-r1_prompt4_debate59_4,1,human,agent,0.44,20,333
deepseek-r1_prompt4_debate59_5,1,human,agent,0.50,20,299
deepseek-r1_prompt0_debate6_1,1,human,agent,0.37,12,297
deepseek-r1_prompt0_debate6_2,1,human,agent,0.45,20,298
deepseek-r1_prompt0_debate6_3,1,human,agent,0.42,20,306
deepseek-r1_prompt0_debate6_4,1,human,agent,0.48,20,335
deepseek-r1_prompt0_debate6_5,1,human,agent,0.48,20,333
deepseek-r1_prompt1_debate6_1,1,human,agent,0.38,12,202
deepseek-r1_prompt1_debate6_2,1,human,agent,0.37,20,287
deepseek-r1_prompt1_debate6_3,1,human,agent,0.35,20,319
deepseek-r1_prompt1_debate6_4,1,human,agent,0.30,20,300
deepseek-r1_prompt1_debate6_5,1,human,agent,0.36,20,323
deepseek-r1_prompt2_debate6_1,1,human,agent,0.26,12,139
deepseek-r1_prompt2_debate6_2,1,human,agent,0.45,20,306
deepseek-r1_prompt2_debate6_3,1,human,agent,0.43,20,302
deepseek-r1_prompt2_debate6_4,1,human,agent,0.42,20,316
deepseek-r1_prompt2_debate6_5,1,human,agent,0.50,20,308
deepseek-r1_prompt3_debate6_1,1,human,agent,0.39,12,184
deepseek-r1_prompt3_debate6_2,1,human,agent,0.46,20,308
deepseek-r1_prompt3_debate6_3,1,human,agent,0.42,20,330
deepseek-r1_prompt3_debate6_4,1,human,agent,0.43,20,331
deepseek-r1_prompt3_debate6_5,1,human,agent,0.45,20,319
deepseek-r1_prompt4_debate6_1,1,human,agent,0.37,12,146
deepseek-r1_prompt4_debate6_2,1,human,agent,0.47,20,298
deepseek-r1_prompt4_debate6_3,1,human,agent,0.40,20,309
deepseek-r1_prompt4_debate6_4,1,human,agent,0.40,20,324
deepseek-r1_prompt4_debate6_5,1,human,agent,0.44,20,332
deepseek-r1_prompt0_debate60_1,1,human,agent,0.17,11,359
deepseek-r1_prompt0_debate60_2,1,human,agent,0.45,20,279
deepseek-r1_prompt0_debate60_3,1,human,agent,0.48,20,321
deepseek-r1_prompt0_debate60_4,1,human,agent,0.51,20,309
deepseek-r1_prompt0_debate60_5,1,human,agent,0.45,20,355
deepseek-r1_prompt1_debate60_1,1,human,agent,0.41,11,313
deepseek-r1_prompt1_debate60_2,1,human,agent,0.47,20,303
deepseek-r1_prompt1_debate60_3,1,human,agent,0.48,20,294
deepseek-r1_prompt1_debate60_4,1,human,agent,0.48,20,322
deepseek-r1_prompt1_debate60_5,1,human,agent,0.51,20,348
deepseek-r1_prompt2_debate60_1,1,human,agent,0.17,11,165
deepseek-r1_prompt2_debate60_2,1,human,agent,0.55,20,268
deepseek-r1_prompt2_debate60_3,1,human,agent,0.55,20,268
deepseek-r1_prompt2_debate60_4,1,human,agent,0.55,20,303
deepseek-r1_prompt2_debate60_5,1,human,agent,0.58,20,286
deepseek-r1_prompt3_debate60_1,1,human,agent,0.42,11,323
deepseek-r1_prompt3_debate60_2,1,human,agent,0.42,20,276
deepseek-r1_prompt3_debate60_3,1,human,agent,0.41,20,318
deepseek-r1_prompt3_debate60_4,1,human,agent,0.47,20,328
deepseek-r1_prompt3_debate60_5,1,human,agent,0.43,20,345
deepseek-r1_prompt4_debate60_1,1,human,agent,0.22,11,205
deepseek-r1_prompt4_debate60_2,1,human,agent,0.57,20,274
deepseek-r1_prompt4_debate60_3,1,human,agent,0.47,20,264
deepseek-r1_prompt4_debate60_4,1,human,agent,0.54,20,301
deepseek-r1_prompt4_debate60_5,1,human,agent,0.54,20,299
deepseek-r1_prompt0_debate61_1,1,human,agent,0.42,14,289
deepseek-r1_prompt0_debate61_2,1,human,agent,0.42,20,326
deepseek-r1_prompt0_debate61_3,1,human,agent,0.48,20,345
deepseek-r1_prompt0_debate61_4,1,human,agent,0.46,20,339
deepseek-r1_prompt0_debate61_5,1,human,agent,0.40,20,340
deepseek-r1_prompt1_debate61_1,1,human,agent,0.20,14,323
deepseek-r1_prompt1_debate61_2,1,human,agent,0.40,20,324
deepseek-r1_prompt1_debate61_3,1,human,agent,0.32,20,339
deepseek-r1_prompt1_debate61_4,1,human,agent,0.43,20,350
deepseek-r1_prompt1_debate61_5,1,human,agent,0.46,20,343
deepseek-r1_prompt2_debate61_1,1,human,agent,0.21,14,133
deepseek-r1_prompt2_debate61_2,1,human,agent,0.44,20,289
deepseek-r1_prompt2_debate61_3,1,human,agent,0.49,20,355
deepseek-r1_prompt2_debate61_4,1,human,agent,0.47,20,348
deepseek-r1_prompt2_debate61_5,1,human,agent,0.43,20,345
deepseek-r1_prompt3_debate61_1,1,human,agent,0.32,14,325
deepseek-r1_prompt3_debate61_2,1,human,agent,0.42,20,304
deepseek-r1_prompt3_debate61_3,1,human,agent,0.37,20,328
deepseek-r1_prompt3_debate61_4,1,human,agent,0.37,20,321
deepseek-r1_prompt3_debate61_5,1,human,agent,0.43,20,334
deepseek-r1_prompt4_debate61_1,1,human,agent,0.23,14,249
deepseek-r1_prompt4_debate61_2,1,human,agent,0.52,20,289
deepseek-r1_prompt4_debate61_3,1,human,agent,0.54,20,283
deepseek-r1_prompt4_debate61_4,1,human,agent,0.54,20,320
deepseek-r1_prompt4_debate61_5,1,human,agent,0.56,20,353
deepseek-r1_prompt0_debate62_1,1,human,agent,0.39,15,259
deepseek-r1_prompt0_debate62_2,1,human,agent,0.41,20,330
deepseek-r1_prompt0_debate62_3,1,human,agent,0.48,20,320
deepseek-r1_prompt0_debate62_4,1,human,agent,0.44,20,300
deepseek-r1_prompt0_debate62_5,1,human,agent,0.43,20,301
deepseek-r1_prompt1_debate62_1,1,human,agent,0.32,15,236
deepseek-r1_prompt1_debate62_2,1,human,agent,0.40,20,277
deepseek-r1_prompt1_debate62_3,1,human,agent,0.42,20,326
deepseek-r1_prompt1_debate62_4,1,human,agent,0.46,20,319
deepseek-r1_prompt1_debate62_5,1,human,agent,0.47,20,361
deepseek-r1_prompt2_debate62_1,1,human,agent,0.40,15,117
deepseek-r1_prompt2_debate62_2,1,human,agent,0.53,20,333
deepseek-r1_prompt2_debate62_3,1,human,agent,0.53,20,365
deepseek-r1_prompt2_debate62_4,1,human,agent,0.50,20,341
deepseek-r1_prompt2_debate62_5,1,human,agent,0.50,20,359
deepseek-r1_prompt3_debate62_1,1,human,agent,0.36,15,205
deepseek-r1_prompt3_debate62_2,1,human,agent,0.44,20,304
deepseek-r1_prompt3_debate62_3,1,human,agent,0.48,20,349
deepseek-r1_prompt3_debate62_4,1,human,agent,0.46,20,294
deepseek-r1_prompt3_debate62_5,1,human,agent,0.44,20,323
deepseek-r1_prompt4_debate62_1,1,human,agent,0.31,15,115
deepseek-r1_prompt4_debate62_2,1,human,agent,0.46,20,316
deepseek-r1_prompt4_debate62_3,1,human,agent,0.48,20,362
deepseek-r1_prompt4_debate62_4,1,human,agent,0.49,20,354
deepseek-r1_prompt4_debate62_5,1,human,agent,0.47,20,347
deepseek-r1_prompt0_debate63_1,1,human,agent,0.37,22,298
deepseek-r1_prompt0_debate63_2,1,human,agent,0.48,20,298
deepseek-r1_prompt0_debate63_3,1,human,agent,0.49,20,274
deepseek-r1_prompt0_debate63_4,1,human,agent,0.44,20,297
deepseek-r1_prompt0_debate63_5,1,human,agent,0.49,20,316
deepseek-r1_prompt1_debate63_1,1,human,agent,0.37,22,329
deepseek-r1_prompt1_debate63_2,1,human,agent,0.55,20,304
deepseek-r1_prompt1_debate63_3,1,human,agent,0.52,20,335
deepseek-r1_prompt1_debate63_4,1,human,agent,0.52,20,294
deepseek-r1_prompt1_debate63_5,1,human,agent,0.52,20,280
deepseek-r1_prompt2_debate63_1,1,human,agent,0.43,22,195
deepseek-r1_prompt2_debate63_2,1,human,agent,0.52,20,303
deepseek-r1_prompt2_debate63_3,1,human,agent,0.55,20,331
deepseek-r1_prompt2_debate63_4,1,human,agent,0.50,20,327
deepseek-r1_prompt2_debate63_5,1,human,agent,0.52,20,324
deepseek-r1_prompt3_debate63_1,1,human,agent,0.51,22,293
deepseek-r1_prompt3_debate63_2,1,human,agent,0.51,20,289
deepseek-r1_prompt3_debate63_3,1,human,agent,0.44,20,333
deepseek-r1_prompt3_debate63_4,1,human,agent,0.47,20,333
deepseek-r1_prompt3_debate63_5,1,human,agent,0.52,20,326
deepseek-r1_prompt4_debate63_1,1,human,agent,0.53,22,152
deepseek-r1_prompt4_debate63_2,1,human,agent,0.51,20,273
deepseek-r1_prompt4_debate63_3,1,human,agent,0.57,20,302
deepseek-r1_prompt4_debate63_4,1,human,agent,0.58,20,307
deepseek-r1_prompt4_debate63_5,1,human,agent,0.49,20,330
deepseek-r1_prompt0_debate64_1,1,human,agent,0.12,11,339
deepseek-r1_prompt0_debate64_2,1,human,agent,0.40,20,316
deepseek-r1_prompt0_debate64_3,1,human,agent,0.41,20,330
deepseek-r1_prompt0_debate64_4,1,human,agent,0.40,20,314
deepseek-r1_prompt0_debate64_5,1,human,agent,0.38,20,321
deepseek-r1_prompt1_debate64_1,1,human,agent,0.13,11,370
deepseek-r1_prompt1_debate64_2,1,human,agent,0.41,20,294
deepseek-r1_prompt1_debate64_3,1,human,agent,0.40,20,326
deepseek-r1_prompt1_debate64_4,1,human,agent,0.40,20,320
deepseek-r1_prompt1_debate64_5,1,human,agent,0.47,20,347
deepseek-r1_prompt2_debate64_1,1,human,agent,0.15,11,230
deepseek-r1_prompt2_debate64_2,1,human,agent,0.52,20,270
deepseek-r1_prompt2_debate64_3,1,human,agent,0.49,20,271
deepseek-r1_prompt2_debate64_4,1,human,agent,0.49,20,301
deepseek-r1_prompt2_debate64_5,1,human,agent,0.56,20,293
deepseek-r1_prompt3_debate64_1,1,human,agent,0.10,11,371
deepseek-r1_prompt3_debate64_2,1,human,agent,0.41,20,274
deepseek-r1_prompt3_debate64_3,1,human,agent,0.35,20,300
deepseek-r1_prompt3_debate64_4,1,human,agent,0.40,20,323
deepseek-r1_prompt3_debate64_5,1,human,agent,0.35,20,333
deepseek-r1_prompt4_debate64_1,1,human,agent,0.14,11,202
deepseek-r1_prompt4_debate64_2,1,human,agent,0.45,20,254
deepseek-r1_prompt4_debate64_3,1,human,agent,0.43,20,274
deepseek-r1_prompt4_debate64_4,1,human,agent,0.46,20,296
deepseek-r1_prompt4_debate64_5,1,human,agent,0.49,20,300
deepseek-r1_prompt0_debate65_1,1,human,agent,0.33,14,321
deepseek-r1_prompt0_debate65_2,1,human,agent,0.41,20,307
deepseek-r1_prompt0_debate65_3,1,human,agent,0.48,20,334
deepseek-r1_prompt0_debate65_4,1,human,agent,0.47,20,346
deepseek-r1_prompt0_debate65_5,1,human,agent,0.41,20,342
deepseek-r1_prompt1_debate65_1,1,human,agent,0.47,14,301
deepseek-r1_prompt1_debate65_2,1,human,agent,0.40,20,303
deepseek-r1_prompt1_debate65_3,1,human,agent,0.50,20,306
deepseek-r1_prompt1_debate65_4,1,human,agent,0.48,20,309
deepseek-r1_prompt1_debate65_5,1,human,agent,0.51,20,334
deepseek-r1_prompt2_debate65_1,1,human,agent,0.53,14,154
deepseek-r1_prompt2_debate65_2,1,human,agent,0.44,20,309
deepseek-r1_prompt2_debate65_3,1,human,agent,0.51,20,337
deepseek-r1_prompt2_debate65_4,1,human,agent,0.54,20,320
deepseek-r1_prompt2_debate65_5,1,human,agent,0.55,20,335
deepseek-r1_prompt3_debate65_1,1,human,agent,0.46,14,286
deepseek-r1_prompt3_debate65_2,1,human,agent,0.40,20,290
deepseek-r1_prompt3_debate65_3,1,human,agent,0.40,20,326
deepseek-r1_prompt3_debate65_4,1,human,agent,0.42,20,329
deepseek-r1_prompt3_debate65_5,1,human,agent,0.41,20,284
deepseek-r1_prompt4_debate65_1,1,human,agent,0.40,14,183
deepseek-r1_prompt4_debate65_2,1,human,agent,0.48,20,306
deepseek-r1_prompt4_debate65_3,1,human,agent,0.48,20,314
deepseek-r1_prompt4_debate65_4,1,human,agent,0.48,20,292
deepseek-r1_prompt4_debate65_5,1,human,agent,0.53,20,313
deepseek-r1_prompt0_debate66_1,1,human,agent,0.22,19,371
deepseek-r1_prompt0_debate66_2,1,human,agent,0.39,20,277
deepseek-r1_prompt0_debate66_3,1,human,agent,0.39,20,314
deepseek-r1_prompt0_debate66_4,1,human,agent,0.42,20,338
deepseek-r1_prompt0_debate66_5,1,human,agent,0.40,20,380
deepseek-r1_prompt1_debate66_1,1,human,agent,0.37,19,344
deepseek-r1_prompt1_debate66_2,1,human,agent,0.41,20,299
deepseek-r1_prompt1_debate66_3,1,human,agent,0.41,20,330
deepseek-r1_prompt1_debate66_4,1,human,agent,0.43,20,376
deepseek-r1_prompt1_debate66_5,1,human,agent,0.41,20,380
deepseek-r1_prompt2_debate66_1,1,human,agent,0.42,19,127
deepseek-r1_prompt2_debate66_2,1,human,agent,0.46,20,299
deepseek-r1_prompt2_debate66_3,1,human,agent,0.48,20,324
deepseek-r1_prompt2_debate66_4,1,human,agent,0.51,20,335
deepseek-r1_prompt2_debate66_5,1,human,agent,0.49,20,363
deepseek-r1_prompt3_debate66_1,1,human,agent,0.23,19,354
deepseek-r1_prompt3_debate66_2,1,human,agent,0.36,20,319
deepseek-r1_prompt3_debate66_3,1,human,agent,0.43,20,352
deepseek-r1_prompt3_debate66_4,1,human,agent,0.37,20,373
deepseek-r1_prompt3_debate66_5,1,human,agent,0.38,20,346
deepseek-r1_prompt4_debate66_1,1,human,agent,0.28,19,181
deepseek-r1_prompt4_debate66_2,1,human,agent,0.46,20,325
deepseek-r1_prompt4_debate66_3,1,human,agent,0.43,20,297
deepseek-r1_prompt4_debate66_4,1,human,agent,0.45,20,314
deepseek-r1_prompt4_debate66_5,1,human,agent,0.48,20,336
deepseek-r1_prompt0_debate67_1,1,human,agent,0.23,17,320
deepseek-r1_prompt0_debate67_2,1,human,agent,0.48,20,280
deepseek-r1_prompt0_debate67_3,1,human,agent,0.47,20,313
deepseek-r1_prompt0_debate67_4,1,human,agent,0.48,20,322
deepseek-r1_prompt0_debate67_5,1,human,agent,0.52,20,315
deepseek-r1_prompt1_debate67_1,1,human,agent,0.40,17,275
deepseek-r1_prompt1_debate67_2,1,human,agent,0.49,20,289
deepseek-r1_prompt1_debate67_3,1,human,agent,0.49,20,293
deepseek-r1_prompt1_debate67_4,1,human,agent,0.51,20,322
deepseek-r1_prompt1_debate67_5,1,human,agent,0.54,20,311
deepseek-r1_prompt2_debate67_1,1,human,agent,0.29,17,170
deepseek-r1_prompt2_debate67_2,1,human,agent,0.52,20,304
deepseek-r1_prompt2_debate67_3,1,human,agent,0.56,20,346
deepseek-r1_prompt2_debate67_4,1,human,agent,0.54,20,328
deepseek-r1_prompt2_debate67_5,1,human,agent,0.48,20,353
deepseek-r1_prompt3_debate67_1,1,human,agent,0.39,17,255
deepseek-r1_prompt3_debate67_2,1,human,agent,0.45,20,270
deepseek-r1_prompt3_debate67_3,1,human,agent,0.44,20,269
deepseek-r1_prompt3_debate67_4,1,human,agent,0.42,20,290
deepseek-r1_prompt3_debate67_5,1,human,agent,0.47,20,325
deepseek-r1_prompt4_debate67_1,1,human,agent,0.31,17,220
deepseek-r1_prompt4_debate67_2,1,human,agent,0.46,20,314
deepseek-r1_prompt4_debate67_3,1,human,agent,0.51,20,299
deepseek-r1_prompt4_debate67_4,1,human,agent,0.47,20,300
deepseek-r1_prompt4_debate67_5,1,human,agent,0.51,20,335
deepseek-r1_prompt0_debate68_1,1,human,agent,0.47,18,325
deepseek-r1_prompt0_debate68_2,1,human,agent,0.38,20,315
deepseek-r1_prompt0_debate68_3,1,human,agent,0.40,20,314
deepseek-r1_prompt0_debate68_4,1,human,agent,0.43,20,312
deepseek-r1_prompt0_debate68_5,1,human,agent,0.43,20,328
deepseek-r1_prompt1_debate68_1,1,human,agent,0.59,18,311
deepseek-r1_prompt1_debate68_2,1,human,agent,0.39,20,304
deepseek-r1_prompt1_debate68_3,1,human,agent,0.45,20,289
deepseek-r1_prompt1_debate68_4,1,human,agent,0.41,20,338
deepseek-r1_prompt1_debate68_5,1,human,agent,0.47,20,327
deepseek-r1_prompt2_debate68_1,1,human,agent,0.52,18,185
deepseek-r1_prompt2_debate68_2,1,human,agent,0.44,20,323
deepseek-r1_prompt2_debate68_3,1,human,agent,0.45,20,314
deepseek-r1_prompt2_debate68_4,1,human,agent,0.48,20,358
deepseek-r1_prompt2_debate68_5,1,human,agent,0.59,20,310
deepseek-r1_prompt3_debate68_1,1,human,agent,0.37,18,359
deepseek-r1_prompt3_debate68_2,1,human,agent,0.34,20,316
deepseek-r1_prompt3_debate68_3,1,human,agent,0.33,20,335
